Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
ਸੇਬ ਦੀ ਫਸਲ ਉਪਕਰਣ ਦੀ ਸਮੱਸਿਆ ਕਾਰਨ ਖਰਾਬ ਹੋ ਰਹੀ ਹੈ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਨੀਮ ਦਾ ਤੇਲ ਲਗਾਓ।,Apple,Equipment,Punjabi,Uttarakhand,Kharif,High,Neutral,Govt_Expert,Neem Oil,3530,No,11,ask_advice,31/03/2025 01:29
আমার আখ এ জলের অভাব হয়েছে।,মাটি পরীক্ষা করুন এবং নিম তেল প্রয়োগ করুন।,Sugarcane,Water,Bengali,Uttar Pradesh,Rabi,High,Neutral,Private,Neem Oil,1548,No,6,ask_advice,17/04/2024 14:28
بینگن دی فصل پوشک مادہ دی کمی کی وجہ سی خراب ہو رہی ہے۔,مٹی دی جانچ کرو تے ایریگیشن پمپ لاو۔,Brinjal,Nutrient,Kashmiri,Uttar Pradesh,Monsoon,High,Hopeful,Private,Irrigation Pump,4703,Yes,14,ask_advice,16/03/2025 13:22
हमर गन्ना के पानी के अभाव से नुकसान भ गेल अछि।,सिंचाई पंप के उपयोग करू।,Sugarcane,Water,Maithili,Chhattisgarh,Summer,Low,Hopeful,AI,Irrigation Pump,4141,No,11,ask_advice,05/02/2024 07:08
ਮੇਰੀ ਦਾਲ ਨੂੰ ਕੀੜੇ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਫੰਜੀਸਾਈਡ ਦਾ ਛਿੜਕਾਅ ਕਰੋ।,Pulses,Pest,Punjabi,Rajasthan,Summer,High,Hopeful,Govt_Expert,Fungicide,2176,No,8,ask_advice,28/06/2024 19:22
ᱟᱢᱟᱜ ᱢᱚᱥᱞᱟ ᱨᱮ ᱢᱟᱹᱣᱥᱟᱢ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Spices,Weather,Santhali,Nagaland,Monsoon,Low,Worried,Private,Drip Kit,2400,Yes,6,ask_advice,24/09/2024 00:03
চা শস্য পুষ্টিগী অভাৱ গী কারণদা নষ্ট ওইরে।,কীটনাশক স্প্রে কৰবা।,Tea,Nutrient,Manipuri,Sikkim,Rabi,Medium,Angry,AI,Pesticide,186,Yes,8,ask_advice,31/08/2024 10:22
ಎನ್ನ ರಾಗಿ ಡ್ ರೋಗ ಆತ್ಂಡ್.,ನೀರಾವರಿ ಪಂಪ್ ಸಿಂಪಿಲೆ।,Ragi,Disease,Tulu,Assam,Zaid,High,Hopeful,NGO,Irrigation Pump,3103,No,5,ask_advice,05/02/2024 10:24
ನನ್ನ ಚಹಾ ಗೆ ಕೀಟಗಳು ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ನೀಮ್ ಎಣ್ಣೆ ಬಳಸಿ.,Tea,Pest,Kannada,Manipur,Winter,High,Hopeful,Human,Neem Oil,961,Yes,19,ask_advice,20/03/2024 01:53
ಅರಿ ಬೆಳೆ ನೀರ್ ಕೊರತೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ಕೀಟನಾಶಕ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Rice,Water,Tulu,Chhattisgarh,Monsoon,Medium,Worried,Govt_Expert,Pesticide,2047,Yes,7,ask_advice,20/06/2024 15:37
ಎನ್ನ ರಾಗಿ ಡ್ ಉಪಕರಣ ಸಮಸ್ಯೆ ಆತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ನೀರಾವರಿ ಪಂಪ್ ಹಾಕುಲೆ।,Ragi,Equipment,Tulu,Arunachal Pradesh,Summer,High,Angry,Human,Irrigation Pump,1849,No,6,ask_advice,08/03/2025 11:54
मेरे चाय में बाजार की समस्या हो गए हैं।,कोई नहीं का उपयोग करें।,Tea,Market,Hindi,Bihar,Monsoon,Low,Angry,NGO,None,0,Yes,9,ask_advice,22/11/2024 14:05
मेरे कपास में पोषक तत्वों की कमी हो गए हैं।,ड्रिप किट का छिड़काव करो।,Cotton,Nutrient,Haryanvi,Uttar Pradesh,Zaid,High,Hopeful,Private,Drip Kit,923,No,10,ask_advice,06/04/2024 00:51
અમારા રીંગણ માં પોષક તત્વોની ઉણપ થયા છે.,જંતુનાશક નો છંટકાવ કરો.,Brinjal,Nutrient,Gujarati,Andhra Pradesh,Monsoon,High,Frustrated,AI,Pesticide,4217,No,8,ask_advice,20/10/2024 02:34
माझ्या आंबा मध्ये उपकरण समस्या आहेत.,खत ची फवारणी करा.,Mango,Equipment,Marathi,Punjab,Zaid,High,Frustrated,Private,Fertilizer,3608,Yes,6,ask_advice,17/03/2024 17:08
منہ کافی کو آلہ دی پریشانی نی نقصان کرو۔,ایریگیشن پمپ استیمال کرو۔,Coffee,Equipment,Kashmiri,Nagaland,Rabi,Medium,Hopeful,AI,Irrigation Pump,4697,Yes,9,ask_advice,13/03/2024 22:35
टोमॅटो चे पीक पोषक द्रव्यांची कमतरता मुळे खराब झाले आहे.,खत वापरा.,Tomato,Nutrient,Marathi,Manipur,Kharif,High,Angry,NGO,Fertilizer,2213,No,10,ask_advice,22/04/2024 21:02
എന്റെ നെല്ല് ൽ കാലാവസ്ഥാ പ്രശ്നം ഉണ്ട്.,കീടനാശിനി ഉപയോഗിക്കുക.,Rice,Weather,Malayalam,Maharashtra,Kharif,Low,Neutral,Private,Pesticide,2317,No,19,ask_advice,03/12/2024 07:43
టమాటో పంట వాతావరణ సమస్య వల్ల దెబ్బతింది.,నీటిపారుదల పంపు వాడండి.,Tomato,Weather,Telugu,Sikkim,Zaid,Low,Worried,Govt_Expert,Irrigation Pump,4031,No,20,ask_advice,03/06/2024 20:07
ଆଖୁ ଫସଲ ଉପକରଣ ସମସ୍ୟା କାରଣରୁ ନଷ୍ଟ ହେଉଛି।,ନିମ ତେଲ ସ୍ପ୍ରେ କରନ୍ତୁ।,Sugarcane,Equipment,Odia,Tripura,Monsoon,High,Angry,NGO,Neem Oil,4557,No,7,ask_advice,20/12/2024 08:31
कापूस चे पीक पाण्याची कमतरता मुळे खराब झाले आहे.,ठिबक सिंचन किट वापरा.,Cotton,Water,Marathi,Uttarakhand,Kharif,High,Angry,Private,Drip Kit,1697,No,9,ask_advice,17/04/2024 12:43
ರಾಗಿ ಬೆಳೆ ಪೋಷಕಾಂಶಗಳ ಕೊರತೆ ಕಾರಣದಿಂದ ಹಾಳಾಗುತ್ತಿದೆ.,ಮಣ್ಣನ್ನು ಪರೀಕ್ಷಿಸಿ ಮತ್ತು ಹನಿ ನೀರಾವರಿ ಕಿಟ್ ಹಾಕಿ.,Millets,Nutrient,Kannada,Jharkhand,Zaid,Medium,Angry,NGO,Drip Kit,2969,Yes,24,ask_advice,27/01/2024 06:27
અમારા ચા માં હવામાન સમસ્યા થયા છે.,જમીનનું પરીક્ષણ કરો અને ફૂગનાશક લગાવો.,Tea,Weather,Gujarati,Mizoram,Kharif,Low,Neutral,NGO,Fungicide,2771,No,7,ask_advice,08/03/2025 02:08
আমার আলু এ আবহাওয়ার সমস্যা এর আক্রমণ হয়েছে।,সার ব্যবহার করুন।,Potato,Weather,Bengali,Manipur,Zaid,Low,Angry,Human,Fertilizer,1268,Yes,8,ask_advice,23/06/2024 08:41
माझ्या सफरचंद ला पाण्याची कमतरता ने नुकसान केले आहे.,काही नाही ची फवारणी करा.,Apple,Water,Marathi,Arunachal Pradesh,Winter,High,Worried,Private,None,0,Yes,9,ask_advice,20/08/2024 14:56
રીંગણ નું પાક હવામાન સમસ્યા ને કારણે ખરાબ થઈ રહ્યું છે.,ફૂગનાશક નો ઉપયોગ કરો.,Brinjal,Weather,Gujarati,Goa,Kharif,Low,Frustrated,AI,Fungicide,2514,No,11,ask_advice,30/05/2024 04:25
म्हज्या कापूस आक बाजार समस्या नुकसान जालें।,माती तपासून कीटकनाशक लाय।,Cotton,Market,Konkani,Punjab,Summer,Low,Worried,Govt_Expert,Pesticide,2931,Yes,7,ask_advice,07/11/2024 10:13
ᱟᱢᱟᱜ ᱜᱷᱟᱹᱣ ᱨᱮ ᱠᱤᱲᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱱᱤᱢ ᱛᱮᱞ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Wheat,Pest,Santhali,Uttar Pradesh,Kharif,High,Frustrated,NGO,Neem Oil,1635,No,5,ask_advice,07/04/2025 22:40
ఆపిల్ పంట వ్యాధి వల్ల దెబ్బతింది.,నేలను పరీక్షించి పురుగుమందు వాడండి.,Apple,Disease,Telugu,West Bengal,Monsoon,High,Neutral,Govt_Expert,Pesticide,699,Yes,16,ask_advice,09/08/2024 06:57
અમારા મસાલા માં પોષક તત્વોની ઉણપ થયા છે.,ખાતર નો છંટકાવ કરો.,Spices,Nutrient,Gujarati,Haryana,Zaid,High,Neutral,NGO,Fertilizer,592,Yes,8,ask_advice,26/07/2024 22:04
എന്റെ വഴുതന ന് ഉപകരണ പ്രശ്നം നാശം വരുത്തി.,മണ്ണ് പരിശോധിച്ച് ഒന്നുമില്ല പ്രയോഗിക്കുക.,Brinjal,Equipment,Malayalam,Tamil Nadu,Zaid,Medium,Hopeful,Human,None,0,No,21,ask_advice,16/07/2024 15:21
ಮಸಾಲೆ ಬೆಳೆ ರೋಗ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ನೀರಾವರಿ ಪಂಪ್ ಸಿಂಪಿಲೆ।,Spices,Disease,Tulu,Odisha,Kharif,High,Hopeful,NGO,Irrigation Pump,1561,Yes,6,ask_advice,14/01/2024 22:13
ᱟᱢᱟᱜ ᱠᱚᱯᱷᱤ ᱨᱮ ᱢᱟᱹᱣᱥᱟᱢ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱩᱜᱟᱹᱱᱟᱥᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Coffee,Weather,Santhali,Bihar,Zaid,High,Hopeful,Govt_Expert,Fungicide,2361,No,8,ask_advice,07/08/2024 19:45
মোৰ কফি ত বজাৰৰ সমস্যাৰ আক্ৰমণ হৈছে।,নিম তেল ব্যৱহাৰ কৰক।,Coffee,Market,Assamese,Kerala,Zaid,Low,Worried,Govt_Expert,Neem Oil,1433,No,7,ask_advice,23/01/2024 16:41
আমার টমেটো এ পোকা এর আক্রমণ হয়েছে।,মাটি পরীক্ষা করুন এবং নিম তেল প্রয়োগ করুন।,Tomato,Pest,Bengali,Haryana,Monsoon,Low,Frustrated,NGO,Neem Oil,198,Yes,7,ask_advice,01/01/2025 17:53
ঐগী পিয়াজ দা ৰোগ ওইরে।,মাটি পৰীক্ষা কৰি ড্ৰিপ ইৰিগেচন কিট প্রয়োগ কৰবা।,Onion,Disease,Manipuri,Himachal Pradesh,Zaid,Medium,Worried,AI,Drip Kit,1269,Yes,5,ask_advice,22/09/2024 21:14
মোৰ বাজৰা ত বজাৰৰ সমস্যা হৈছে।,ফাংগিচাইড ব্যৱহাৰ কৰক।,Millets,Market,Assamese,Assam,Monsoon,Medium,Worried,NGO,Fungicide,2811,Yes,6,ask_advice,14/04/2025 22:42
ಪರಂಗಿ ಬೆಳೆ ರೋಗ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ನೀರಾವರಿ ಪಂಪ್ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Cotton,Disease,Tulu,Haryana,Monsoon,High,Hopeful,Human,Irrigation Pump,1843,No,6,ask_advice,23/09/2024 11:34
মোৰ ধান ত বজাৰৰ সমস্যা হৈছে।,মাটি পৰীক্ষা কৰক আৰু একো নাই প্ৰয়োগ কৰক।,Rice,Market,Assamese,Nagaland,Winter,Medium,Hopeful,NGO,None,0,Yes,6,ask_advice,23/12/2024 09:55
ᱯᱤᱭᱟᱡ ᱨᱮᱫᱚ ᱠᱤᱲᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Onion,Pest,Santhali,West Bengal,Monsoon,Low,Frustrated,Govt_Expert,Drip Kit,4845,Yes,6,ask_advice,26/01/2024 23:19
दाल के फसल पोषक तत्व के कमी के कारण खराब हो रहल बा।,कउनो नइखे के उपयोग करीं।,Pulses,Nutrient,Bhojpuri,Bihar,Kharif,Medium,Angry,Private,None,0,No,13,ask_advice,22/12/2024 12:10
কফি শস্য পানীৰ অভাৱৰ কাৰণে নষ্ট হৈছে।,একো নাই ব্যৱহাৰ কৰক।,Coffee,Water,Assamese,Assam,Zaid,High,Angry,Human,None,0,Yes,7,ask_advice,06/07/2024 01:44
منہ گندم کو آلہ دی پریشانی نی نقصان کرو۔,نیم دا تیل دا چھڑکاو کرو۔,Wheat,Equipment,Kashmiri,Nagaland,Monsoon,High,Angry,Human,Neem Oil,985,Yes,9,ask_advice,05/05/2025 13:03
চা শস্য কীট গী কারণদা নষ্ট ওইরে।,ফাংগিচাইড স্প্রে কৰবা।,Tea,Pest,Manipuri,Bihar,Kharif,High,Frustrated,NGO,Fungicide,3837,No,7,ask_advice,14/06/2024 20:02
ᱜᱟᱱᱟ ᱨᱮᱫᱚ ᱢᱟᱹᱣᱥᱟᱢ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱝ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Sugarcane,Weather,Santhali,Karnataka,Summer,Low,Angry,Govt_Expert,None,0,No,7,ask_advice,29/12/2024 11:06
মোৰ আলু ত পানীৰ অভাৱ হৈছে।,একো নাই স্প্ৰে কৰক।,Potato,Water,Assamese,Himachal Pradesh,Rabi,Medium,Hopeful,Govt_Expert,None,0,No,6,ask_advice,09/01/2024 13:50
কপাহ শস্য বজাৰগী সমস্যা গী কারণদা নষ্ট ওইরে।,কোনো নৌ স্প্রে কৰবা।,Cotton,Market,Manipuri,Mizoram,Rabi,Medium,Neutral,AI,None,0,No,8,ask_advice,17/01/2024 12:07
ঐগী আম দা বজাৰগী সমস্যা গী আক্রমণ ওইরে।,কোনো নৌ শিজিন্নবা।,Mango,Market,Manipuri,Karnataka,Monsoon,Medium,Neutral,Human,None,0,No,8,ask_advice,13/04/2025 22:18
মোৰ ডাল ত বজাৰৰ সমস্যা হৈছে।,একো নাই ব্যৱহাৰ কৰক।,Pulses,Market,Assamese,Mizoram,Monsoon,Low,Worried,NGO,None,0,Yes,6,ask_advice,08/05/2024 03:41
ঐং শস্য পানীগী অভাৱ গী কারণদা নষ্ট ওইরে।,মাটি পৰীক্ষা কৰি ড্ৰিপ ইৰিগেচন কিট প্রয়োগ কৰবা।,Sugarcane,Water,Manipuri,Uttarakhand,Monsoon,Medium,Frustrated,Govt_Expert,Drip Kit,1013,Yes,8,ask_advice,05/03/2025 18:06
ನನ್ನ ರಾಗಿ ಗೆ ಹವಾಮಾನ ಸಮಸ್ಯೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಕೀಟನಾಶಕ ಬಳಸಿ.,Millets,Weather,Kannada,Andhra Pradesh,Winter,Medium,Angry,Human,Pesticide,2798,No,23,ask_advice,29/01/2025 12:35
మా టీ కి వాతావరణ సమస్య నష్టం కలిగింది.,ఫంగిసైడ్ వాడండి.,Tea,Weather,Telugu,Arunachal Pradesh,Rabi,High,Frustrated,Govt_Expert,Fungicide,1939,No,19,ask_advice,18/12/2024 22:05
মোৰ কফি ত পুষ্টিৰ অভাৱৰ আক্ৰমণ হৈছে।,মাটি পৰীক্ষা কৰক আৰু চিঞ্চন পাম্প প্ৰয়োগ কৰক।,Coffee,Nutrient,Assamese,Arunachal Pradesh,Winter,Low,Frustrated,Govt_Expert,Irrigation Pump,2306,Yes,7,ask_advice,23/06/2024 15:41
ਮੇਰੀ ਝੋਨਾ ਨੂੰ ਮੌਸਮ ਦੀ ਸਮੱਸਿਆ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਡ੍ਰਿਪ ਇਰੀਗੇਸ਼ਨ ਕਿੱਟ ਵਰਤੋਂ।,Rice,Weather,Punjabi,Jharkhand,Kharif,High,Angry,Human,Drip Kit,4381,No,10,ask_advice,20/02/2024 13:50
प्याज को खेत कीड़ा रो कारण खराब हो रियो है।,फफूंदनाशक रो छिड़काव करो।,Onion,Pest,Rajasthani,Arunachal Pradesh,Winter,Medium,Angry,AI,Fungicide,2679,Yes,10,ask_advice,03/12/2024 22:47
মছলা শস্য কীটৰ কাৰণে নষ্ট হৈছে।,কীটনাশক ব্যৱহাৰ কৰক।,Spices,Pest,Assamese,Jharkhand,Winter,High,Neutral,Govt_Expert,Pesticide,1870,Yes,6,ask_advice,20/04/2025 23:21
हमर कॉफी मे बाजार के समस्या भ गेल अछि।,किछु नहि के उपयोग करू।,Coffee,Market,Maithili,Maharashtra,Winter,Medium,Hopeful,NGO,None,0,Yes,9,ask_advice,30/07/2024 06:02
ಎನ್ನ ಕಬ್ಬು ಗ್ ಉಪಕರಣ ಸಮಸ್ಯೆ ರ್ದ್ ನಷ್ಟ ಆತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ಒಂಜಿಯು ಇಜ್ಜಿ ಹಾಕುಲೆ।,Sugarcane,Equipment,Tulu,Bihar,Kharif,Low,Frustrated,Human,None,0,Yes,8,ask_advice,31/10/2024 07:59
ডাল শস্য উপকৰণগী সমস্যা গী কারণদা নষ্ট ওইরে।,কোনো নৌ স্প্রে কৰবা।,Pulses,Equipment,Manipuri,Telangana,Summer,Low,Frustrated,NGO,None,0,Yes,8,ask_advice,01/04/2025 08:16
ಸೇಬು ಬೆಳೆ ರೋಗ ಕಾರಣದಿಂದ ಹಾಳಾಗುತ್ತಿದೆ.,ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಡಿಸಿ.,Apple,Disease,Kannada,Manipur,Kharif,Medium,Worried,AI,Fungicide,4025,Yes,18,ask_advice,26/06/2024 04:08
ᱟᱢᱟᱜ ᱵᱮᱜᱩᱱ ᱨᱮ ᱵᱟᱡᱟᱨ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱠᱤᱲᱟᱱᱟᱥᱟᱜ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Brinjal,Market,Santhali,Chhattisgarh,Summer,Medium,Frustrated,Govt_Expert,Pesticide,4182,No,6,ask_advice,06/11/2024 20:17
ਮੇਰੀ ਬੈਂਗਣ ਦੀ ਫਸਲ ਵਿੱਚ ਕੀੜੇ ਹਨ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਨੀਮ ਦਾ ਤੇਲ ਲਗਾਓ।,Brinjal,Pest,Punjabi,Assam,Summer,High,Frustrated,NGO,Neem Oil,1861,No,7,ask_advice,29/07/2024 08:27
ᱟᱢᱟᱜ ᱛᱟᱢᱟᱛᱚ ᱨᱮ ᱵᱟᱡᱟᱨ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱯᱟᱢᱯ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Tomato,Market,Santhali,Haryana,Rabi,Medium,Worried,Govt_Expert,Irrigation Pump,504,No,6,ask_advice,07/04/2024 07:47
म्हारा प्याज ने रोग से नुकसान भयो है।,नीम रो तेल रो छिड़काव करो।,Onion,Disease,Rajasthani,Telangana,Winter,Low,Worried,Private,Neem Oil,3289,Yes,8,ask_advice,08/01/2025 23:04
வெங்காயம் பயிர் நோய் காரணமாக பாதிக்கப்பட்டுள்ளது.,சொட்டு நீர்ப்பாசன கருவி தெளிக்கவும்.,Onion,Disease,Tamil,Kerala,Rabi,Low,Hopeful,NGO,Drip Kit,824,No,24,ask_advice,24/01/2025 22:35
